3.6.0,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.0/weka-3-6-0.zip/download
3.6.1,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.1/weka-3-6-1.zip/download
3.6.2,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.2/weka-3-6-2.zip/download
3.6.3,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.3/weka-3-6-3.zip/download
3.6.4,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.4/weka-3-6-4.zip/download
3.6.5,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.5/weka-3-6-5.zip/download
3.6.6,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.6/weka-3-6-6.zip/download
3.6.7,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.7/weka-3-6-7.zip/download
3.6.8,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.8/weka-3-6-8.zip/download
3.6.9,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.9/weka-3-6-9.zip/download
3.6.10,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.10/weka-3-6-10.zip/download
3.6.11,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.11/weka-3-6-11.zip/download
3.6.12,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.12/weka-3-6-12.zip/download
3.6.13,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.13/weka-3-6-13.zip/download
3.6.14,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.14/weka-3-6-14.zip/download
3.6.15,https://sourceforge.net/projects/weka/files/weka-3-6/3.6.15/weka-3-6-15.zip/download
3.7.0,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.0/weka-3-7-0.zip/download
3.7.1,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.1/weka-3-7-1.zip/download
3.7.2,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.2/weka-3-7-2.zip/download
3.7.3,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.3/weka-3-7-3.zip/download
3.7.4,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.4/weka-3-7-4.zip/download
3.7.5,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.5/weka-3-7-5.zip/download
3.7.6,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.6/weka-3-7-6.zip/download
3.7.7,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.7/weka-3-7-7.zip/download
3.7.8,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.8/weka-3-7-8.zip/download
3.7.9,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.9/weka-3-7-9.zip/download
3.7.10,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.10/weka-3-7-10.zip/download
3.7.11,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.11/weka-3-7-11.zip/download
3.7.12,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.12/weka-3-7-12.zip/download
3.7.13,https://sourceforge.net/projects/weka/files/weka-3-7/3.7.13/weka-3-7-13.zip/download
3.8.0,https://sourceforge.net/projects/weka/files/weka-3-8/3.8.0/weka-3-8-0.zip/download
3.8.1,https://sourceforge.net/projects/weka/files/weka-3-8/3.8.1/weka-3-8-1.zip/download
3.8.2,https://sourceforge.net/projects/weka/files/weka-3-8/3.8.2/weka-3-8-2.zip/download
3.9.0,https://sourceforge.net/projects/weka/files/weka-3-9/3.9.0/weka-3-9-0.zip/download
3.9.1,https://sourceforge.net/projects/weka/files/weka-3-9/3.9.1/weka-3-9-1.zip/download
3.9.2,https://sourceforge.net/projects/weka/files/weka-3-9/3.9.2/weka-3-9-2.zip/download
